epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,2475.750283427691,
0,99,,,2275.73232749023,
0,149,,,2316.53925574023,
0,199,,,2388.7109132527203,
0,249,,,2072.2737553410834,
0,299,,,2285.5870136951125,
0,349,,,2354.982152131612,
0,399,,,2561.1028949739816,
0,449,,,2015.5965296785585,
0,499,,,2142.8239306463934,
0,549,,,2279.902482131883,
0,599,,,2330.0036088908464,
0,649,,,2478.4645518359293,
0,699,,,2615.001683030635,
0,749,,,2506.6253156002904,
0,799,,,2274.179837607825,
0,849,,,2469.206472784028,
0,899,,,2550.4312545154403,
0,949,,,2345.7732495719138,
0,999,,,2205.42648520852,
0,1049,,,2637.932684795039,
0,1099,,,2270.889167204751,
0,1149,,,2419.4965896410813,
0,1199,,,2898.9772255488597,
0,1249,,,2702.5652970771653,
0,1299,,,1904.398685050125,
0,1349,,,1917.1705789108537,
0,1399,,,2290.6007043843474,
0,1449,,,2577.7962144247604,
0,1499,,,2668.640908516933,
0,1549,,,2262.0207436884766,
0,1599,,,2246.8395644670995,
0,1649,,,2086.0824043554667,
0,1669,,,,2302.1664400940426
0,1669,,2386.573278960006,,
1,1699,,,2188.083162830179,
1,1749,,,2580.609338416055,
1,1799,,,2333.663859125104,
1,1849,,,2159.9371901785,
1,1899,,,2647.776851206826,
1,1949,,,2407.944079664503,
1,1999,,,2305.300932455094,
1,2049,,,2664.1723362746966,
1,2099,,,2427.396263896706,
1,2149,,,2201.078489708589,
1,2199,,,2050.945655500239,
1,2249,,,2334.3148123157894,
1,2299,,,2446.7469732322224,
1,2349,,,2295.430730950949,
1,2399,,,2354.565349806018,
1,2449,,,2307.493389838773,
1,2499,,,2606.6071725011866,
1,2549,,,2401.5956333665413,
1,2599,,,2565.9649261805353,
1,2649,,,2358.905785474256,
1,2699,,,2217.3890421578203,
1,2749,,,2401.5460717610176,
1,2799,,,2545.850653788314,
1,2849,,,2072.2613614561624,
1,2899,,,2614.8724815217397,
