epoch,step,train_loss_step
0,49,44.470472531552446
0,99,52.03082380667209
0,149,40.5290714531818
0,199,48.182252480781514
0,249,45.80938226375187
0,299,37.22337368162989
0,349,55.03718577993284
0,399,41.360962079728395
0,449,33.82149056821132
0,499,49.877003845796686
0,549,48.47580750219885
0,599,42.9969736052243
0,649,47.28741646521182
0,699,53.684373516323404
0,749,51.89622131566742
0,799,37.96886255671049
0,849,42.072583289544276
0,899,47.544111112482454
0,949,39.025294789555026
0,999,41.879877948144895
0,1049,45.45159912675412
0,1099,43.72568666610455
0,1149,43.03921772667451
0,1199,42.86173881227406
0,1249,43.213980109582224
0,1299,47.76301174979807
0,1349,43.131449248619205
0,1399,37.844360982225396
0,1449,38.08669112252325
0,1499,34.884383549657684
0,1549,38.26895647978874
0,1599,37.51798477280299
0,1649,32.943385710063374
0,1699,49.3408242725976
0,1749,41.329883477594905
0,1799,37.707798011892095
0,1849,38.77181487230919
0,1899,45.28624181827354
0,1949,54.48282054873457
0,1999,40.3765551804879
0,2049,42.15012131101706
0,2099,43.978946701580035
0,2149,50.330229093279485
0,2199,41.4556968087217
0,2249,42.764489099870744
0,2299,34.75225935579944
0,2349,40.85198728770878
0,2399,42.006026853264444
0,2449,46.70350390566023
0,2499,39.435508154984355
0,2549,44.667518696056035
0,2599,39.3788625186324
0,2649,39.98494993426907
0,2699,49.87931451067064
0,2749,41.769078165962675
0,2799,40.05497090592734
0,2849,47.14983389836598
0,2899,39.91381719608549
0,2949,46.23677171012753
0,2999,44.7208114184996
0,3049,43.63809727269684
0,3099,45.45972159592228
0,3149,45.61154010189078
0,3199,45.06892946356367
0,3249,46.43319532020098
0,3299,44.05037042618775
0,3349,39.783368289872755
0,3399,44.23279298054157
0,3449,37.677494585172795
0,3499,37.01789199547596
0,3549,40.00542383205958
0,3599,45.07146705646268
0,3649,36.78398003968495
0,3699,43.2257640372593
0,3749,40.264247177222174
0,3799,41.33303813883418
0,3849,40.66733373650407
0,3899,46.10070093037132
0,3949,37.69446716207805
0,3999,39.35150177878897
0,4049,38.263104452860766
0,4099,39.23003176871069
0,4149,38.1282018875395
0,4199,41.16258775479106
0,4249,43.768546988017675
0,4299,40.795996683193856
0,4349,41.81036874700222
0,4399,38.67188957243431
0,4449,37.362192376937514
0,4499,40.132362066401576
0,4549,47.999823690551274
0,4599,36.464900500663475
0,4649,44.984535740559856
0,4699,37.717443943767904
0,4749,35.292244867251455
0,4799,34.97161447151711
0,4849,41.28658626409774
0,4899,40.06652149240671
0,4949,43.35819729176988
0,4999,39.05847960129479
0,5049,39.73960107002901
0,5099,42.08866309451252
0,5149,47.66795340683014
0,5199,35.46357666262009
0,5249,34.60553230984077
0,5299,46.86015807390809
0,5349,39.656369473277124
0,5399,40.39472639346653
0,5449,40.1711346973142
0,5499,34.53706142941954
0,5549,33.45115600645478
0,5599,34.881093321355635
0,5649,42.62670542259397
0,5699,38.85427924235898
0,5749,37.02292498425268
0,5799,36.05962181654431
0,5849,44.75899140381256
0,5899,51.28046648793724
0,5949,36.432504248023385
0,5999,32.668742101906254
0,6049,40.51046259213299
0,6099,43.59287499620992
0,6149,47.36542466692382
0,6199,40.152500397592384
0,6249,38.010103298000544
0,6299,40.23785196094242
0,6349,48.8634156566316
0,6399,35.19970403247669
0,6449,37.621631999200474
0,6499,36.566465377586596
0,6549,36.8641465372304
0,6599,34.426731065564184
0,6649,30.15408061125484
