epoch,step,test_loss,train_loss_step
0,49,,44.7767937626102
0,99,,42.307310204013206
0,149,,43.01049382903182
0,199,,38.81114760534234
0,249,,41.22773364857312
0,299,,39.47235593588413
0,349,,41.04851189119059
0,399,,34.429840055170466
0,449,,41.0793675670007
0,499,,40.365109092694546
0,549,,40.96497262353084
0,599,,44.070115299455686
0,625,40.417901168585395,
