epoch,step,train_loss_epoch,train_loss_step,val_loss
2,13949,,2819.7958929874376,
2,13999,,2948.8083003724696,
2,14049,,2272.8448925642188,
2,14099,,1653.4412848610914,
2,14149,,2713.503602983471,
2,14199,,2375.747860430868,
2,14249,,1744.542050251601,
2,14299,,2176.8246732611315,
2,14349,,2464.240689396325,
2,14399,,1684.623416410293,
2,14449,,2355.3993528854494,
