epoch,step,test_loss,train_loss_step
0,49,,4845.450387134501
0,99,,5327.967755853936
0,149,,5359.558635314753
0,199,,3748.1434788390634
0,249,,5113.928874223303
0,299,,5335.629228686503
0,349,,5134.396385840202
0,399,,4587.03909536468
0,449,,4285.067884580322
0,499,,4549.173121168703
0,549,,5019.94449277147
0,599,,4218.689002596804
0,649,,4989.764564905369
0,699,,4753.721893130822
0,749,,4866.964494330997
0,793,4229.57558395793,
