epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,2332.943078039997,
0,99,,,2260.5899098340305,
0,149,,,2422.015561151939,
0,199,,,2824.229096894654,
0,249,,,2060.759170555112,
0,299,,,2195.0825883720718,
0,349,,,2334.2914061104484,
0,399,,,1805.4482228356173,
0,449,,,1736.4212833599258,
0,499,,,1500.566159694889,
0,549,,,1883.1024986747236,
0,599,,,1987.6909613778125,
0,649,,,2218.657909776357,
0,699,,,1384.5533520124236,
0,749,,,1331.7977194330151,
0,799,,,1102.0725551850135,
0,849,,,1261.300678326129,
0,899,,,1528.1374378433745,
0,949,,,1410.6415562643401,
0,999,,,1336.9512170460357,
0,1049,,,1258.3979766673406,
0,1099,,,1218.3465219242983,
0,1149,,,1002.9116890771407,
0,1199,,,1061.6483424961982,
0,1249,,,1231.5160234808723,
0,1299,,,984.7444474434574,
0,1349,,,1039.437978311072,
0,1399,,,1156.394970269332,
0,1449,,,1083.1638753767097,
0,1499,,,992.6320458759793,
0,1549,,,1351.3517045152562,
0,1599,,,1202.5063424789969,
0,1649,,,882.6458215287228,
0,1669,,,,1175.2419953447775
0,1669,,1537.1450604214208,,
1,1699,,,856.1119753147685,
1,1749,,,987.21971144945,
1,1799,,,1094.4151160866827,
1,1849,,,1148.7734095541693,
1,1899,,,1273.5338894836416,
1,1949,,,1124.1176979881086,
1,1999,,,965.5643963766365,
1,2049,,,1210.8055236945524,
1,2099,,,1086.0093197887454,
1,2149,,,938.2701665875557,
1,2199,,,599.6011324549634,
1,2249,,,1146.1495342890782,
1,2299,,,1215.4438560717622,
1,2349,,,839.3645224817512,
1,2399,,,1048.249102850654,
1,2449,,,849.0838046875056,
1,2499,,,1012.1933382040127,
1,2549,,,770.8409995761447,
1,2599,,,863.4338852366483,
1,2649,,,714.3290072060954,
1,2699,,,1081.5050311371372,
1,2749,,,714.8583174791352,
1,2799,,,936.7884038946396,
1,2849,,,799.065298052119,
1,2899,,,909.9887612225591,
1,2949,,,1136.7759838397708,
1,2999,,,1042.9335125732093,
1,3049,,,815.4933178002979,
1,3099,,,745.9612957498917,
1,3149,,,600.132120800547,
1,3199,,,847.4377707209139,
1,3249,,,1198.6904117668323,
1,3299,,,1033.347462438955,
1,3339,,,,889.4586215075285
1,3339,,969.2493945655983,,
2,3349,,,905.4050366179938,
2,3399,,,561.6366024164668,
2,3449,,,1191.0311396653942,
2,3499,,,739.10637147427,
2,3549,,,1291.250990644152,
2,3599,,,777.0520349462454,
2,3649,,,854.7716741990521,
2,3699,,,891.7613129722283,
2,3749,,,1049.1859901291155,
2,3799,,,1113.5952916676074,
2,3849,,,910.2379066641462,
2,3899,,,784.8196313082451,
2,3949,,,857.2862807651255,
2,3999,,,788.2935888049851,
2,4049,,,772.0137021193068,
2,4099,,,930.2141176088672,
2,4149,,,870.2207407200924,
2,4199,,,748.779370094636,
2,4249,,,816.8660518992082,
2,4299,,,793.555550272347,
2,4349,,,729.0712557072235,
2,4399,,,848.8585666968221,
2,4449,,,820.693691257415,
2,4499,,,961.0627607715714,
2,4549,,,1119.7175624125189,
2,4599,,,521.512930349532,
2,4649,,,639.5324666803449,
2,4699,,,1085.7616498801149,
2,4749,,,710.0799330168429,
2,4799,,,877.7924752017956,
2,4849,,,779.6696647952435,
2,4899,,,900.4016664689112,
2,4949,,,1040.000137931034,
2,4999,,,821.066290772994,
2,5009,,,,961.235542878168
2,5009,,918.1477175337903,,
3,5049,,,547.6677176669216,
3,5099,,,615.7875147836926,
3,5149,,,1046.8843519316997,
3,5199,,,625.4182969573058,
3,5249,,,808.7959755108625,
3,5299,,,759.5957863741025,
3,5349,,,1311.7673814480697,
3,5399,,,875.1864611143849,
3,5449,,,715.8397209172304,
3,5499,,,747.814157367947,
3,5549,,,766.620589062726,
3,5599,,,890.0635750412305,
3,5649,,,699.1649469149619,
3,5699,,,1042.9651400220432,
3,5749,,,809.1940194641942,
3,5799,,,916.9221326807299,
3,5849,,,797.2153269944611,
3,5899,,,795.319170280487,
3,5949,,,1120.1009250269758,
3,5999,,,780.0742857290619,
3,6049,,,926.8853769120244,
3,6099,,,1111.2567807530022,
3,6149,,,670.6443734666084,
3,6199,,,642.1384554682115,
3,6249,,,737.2493890816952,
3,6299,,,756.0571989082946,
3,6349,,,848.1395210050132,
3,6399,,,686.9201010125626,
3,6449,,,797.913428605098,
3,6499,,,1115.870244712984,
3,6549,,,756.522389426209,
3,6599,,,807.6987307067084,
3,6649,,,718.1452266684987,
3,6679,,,,869.1959904510429
3,6679,,843.9179644884374,,
4,6699,,,680.8005260531023,
4,6749,,,895.7281915616991,
4,6799,,,849.3349992850549,
4,6849,,,525.4227382827337,
4,6899,,,633.0966053620164,
4,6949,,,650.5074552102055,
4,6999,,,690.3974167112318,
4,7049,,,997.0632820388354,
4,7099,,,827.289831432427,
4,7149,,,1103.918063171524,
4,7199,,,865.1515426920353,
4,7249,,,866.6038401618489,
4,7299,,,900.8299027221731,
4,7349,,,833.7295093952123,
4,7399,,,761.3806464079701,
4,7449,,,654.4939473495627,
4,7499,,,781.6937054199875,
4,7549,,,927.6669598385315,
4,7599,,,896.6950262277928,
4,7649,,,987.3327211716464,
