epoch,step,test_loss,train_loss_step
0,49,,1738.9496136782418
0,99,,1764.563572517911
0,149,,2129.567814507624
0,199,,2256.1637755529614
0,249,,2552.678012663226
0,299,,2064.179261997028
0,307,2389.878733972503,
