epoch,step,test_loss,train_loss_step
0,49,,2960.8802936032944
0,99,,2394.446876830406
0,149,,2361.376332060977
0,199,,2316.9333052806187
0,249,,2665.9148287718917
0,299,,2161.4289687672876
0,349,,2932.843924362505
0,399,,2762.0737609335038
0,449,,2329.295736693416
0,483,2323.9419340873496,
