epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,5978.733687641954,
0,99,,,5377.671839434568,
0,149,,,3451.2457198392494,
0,199,,,4573.6558356132045,
0,249,,,5667.622475221398,
0,299,,,5647.708341835432,
0,349,,,1733.2197658311857,
0,399,,,2745.287454963657,
0,449,,,2186.711706816247,
0,499,,,2396.6049991180025,
0,549,,,3025.9176850677677,
0,599,,,2766.6286349368347,
0,649,,,2160.2135128476943,
0,699,,,2165.267184681219,
0,749,,,1893.65030258246,
0,799,,,2024.1543018651214,
0,849,,,2801.784847670808,
0,899,,,1871.50205492303,
0,949,,,1935.1304857359232,
0,999,,,2300.819360522447,
0,1049,,,2184.5155105670306,
0,1099,,,2464.1719177764744,
0,1149,,,2335.4336594930955,
0,1199,,,2490.4951414229163,
0,1249,,,2774.993746982488,
0,1299,,,3275.8575295478563,
0,1349,,,2389.974862657599,
0,1399,,,2110.8540998291182,
0,1449,,,2524.771030398788,
0,1499,,,3107.589238258371,
0,1549,,,2365.7697425261163,
0,1599,,,2650.6459119635456,
0,1649,,,2626.629934204837,
0,1699,,,1785.3993245783188,
0,1749,,,2574.5041365529914,
0,1799,,,1785.01110202076,
0,1849,,,2752.333338549238,
0,1899,,,2325.8382601165436,
0,1949,,,1647.162370498554,
0,1999,,,2677.612287813079,
0,2049,,,2116.665015268877,
0,2099,,,2097.614246689471,
0,2149,,,1733.7985990942352,
0,2199,,,1540.3759597229418,
0,2249,,,1981.7688316802166,
0,2299,,,2759.3077741990624,
0,2349,,,2454.5863924528317,
0,2399,,,1566.6714860086474,
0,2449,,,2286.5141339389274,
0,2499,,,2545.1990535363384,
0,2549,,,2782.007598760284,
0,2599,,,2350.957293623574,
0,2649,,,1712.9905668273243,
0,2699,,,1217.0868716019388,
0,2749,,,2710.4857993035102,
0,2799,,,2423.1791424135045,
0,2849,,,2866.1074983913704,
0,2899,,,2795.8679063836184,
0,2949,,,2321.894239100471,
0,2999,,,2850.5988707581373,
0,3049,,,1653.6667885604597,
0,3099,,,2438.6841330268235,
0,3149,,,2767.820804897333,
0,3199,,,2294.427738597248,
0,3249,,,2050.5106880541434,
0,3299,,,2534.1801122522606,
0,3349,,,2809.93648803546,
0,3399,,,2583.4564113814913,
0,3449,,,2919.8325657730106,
0,3499,,,2441.020798704941,
0,3549,,,2281.981828991826,
0,3599,,,2465.795076277108,
0,3649,,,2274.0728598299993,
0,3699,,,2707.7425757532937,
0,3749,,,1882.3579409580352,
0,3799,,,2664.1030545548074,
0,3849,,,2495.2970843002117,
0,3899,,,2462.8616324249642,
0,3949,,,1909.526341815661,
0,3999,,,1846.316383753441,
0,4049,,,2189.639413618076,
0,4099,,,1970.2182405438061,
0,4149,,,2972.978320313716,
0,4199,,,2475.258998025948,
0,4249,,,2401.094772755525,
0,4299,,,2317.7268146610063,
0,4349,,,2040.6592903443832,
0,4399,,,2362.8641629516765,
0,4449,,,1652.080659086671,
0,4499,,,2052.8581766342063,
0,4549,,,2758.6477742468714,
0,4599,,,1672.9947575261253,
0,4649,,,1511.4174486855086,
0,4699,,,3040.698214888639,
0,4749,,,2437.8172394587036,
0,4799,,,2143.076244363389,
0,4849,,,2140.550221597048,
0,4899,,,1842.567487349911,
0,4949,,,2385.8787430986176,
0,4999,,,2323.743604719365,
0,5049,,,2421.4710644523184,
0,5099,,,2897.8620790319337,
0,5149,,,2163.881339508217,
0,5199,,,2751.262953376305,
