epoch,step,test_loss,train_loss_epoch,train_loss_step,val_loss
0,49,,,54.20766809838335,
0,99,,,43.465034260277164,
0,149,,,38.3840297590522,
0,199,,,38.197923813601165,
0,249,,,41.47224126843424,
0,299,,,37.83919033487658,
0,349,,,38.79455823046841,
0,399,,,41.17139318054264,
0,449,,,48.123310668426,
0,499,,,44.29166543306398,
0,549,,,37.09304469969107,
0,599,,,38.91627620387621,
0,649,,,42.450551143831106,
0,699,,,38.20103060885894,
0,749,,,41.134484406784324,
0,799,,,40.289049993318585,
0,849,,,39.63834051414349,
0,899,,,41.98933946095693,
0,949,,,39.367611656017324,
0,999,,,39.845951950261664,
0,1049,,,42.11513997311038,
0,1099,,,44.04323653983692,
0,1149,,,41.36936523887098,
0,1199,,,40.47723819869715,
0,1249,,,40.16306275549411,
0,1299,,,38.9829668695803,
0,1349,,,38.03977504295246,
0,1399,,,37.107343409078524,
0,1449,,,42.360825880874685,
0,1499,,,38.02889854050656,
0,1549,,,39.17036992915431,
0,1599,,,39.04834004565693,
0,1649,,,40.792725356927455,
0,1669,,,,41.43441972201669
0,1669,,41.060866675778804,,
1,1699,,,41.38825831010003,
1,1749,,,43.29703194785127,
1,1799,,,38.81211553430128,
1,1849,,,38.624501916846555,
1,1899,,,43.49596878173836,
1,1949,,,39.989420359052616,
1,1999,,,38.66586024670947,
1,2049,,,38.72056897146632,
1,2099,,,38.12632559361934,
1,2149,,,39.80177907930609,
1,2199,,,40.51413142252612,
1,2249,,,40.62728851516359,
1,2299,,,36.28290724862234,
1,2349,,,41.728882959393346,
1,2399,,,46.73858881951663,
1,2449,,,39.04157306053163,
1,2499,,,34.585082105675355,
1,2549,,,43.20701186885824,
1,2599,,,42.960705780889555,
1,2649,,,39.18054342288148,
1,2699,,,40.7669309467785,
1,2749,,,42.96937328994918,
1,2799,,,44.238986742126656,
1,2849,,,38.854997067586844,
1,2899,,,40.176069004949724,
1,2949,,,38.140420470277746,
1,2999,,,40.656660685527704,
1,3049,,,40.01006540155332,
1,3099,,,38.014444714563396,
1,3149,,,36.76903022774599,
1,3199,,,36.992994510091535,
1,3249,,,35.13321398501293,
1,3299,,,38.01402791728306,
1,3339,,,,38.400850618471424
1,3339,,39.59286179233392,,
2,3349,,,39.773915462855705,
2,3399,,,35.50603959364932,
2,3449,,,41.12530079415386,
2,3499,,,33.38424231215332,
2,3549,,,35.91290672302884,
2,3599,,,30.44713234985244,
2,3649,,,33.59099000381032,
2,3699,,,30.327686521918167,
2,3749,,,33.640697953641435,
2,3799,,,33.82245638789107,
2,3849,,,35.385256831431356,
2,3899,,,29.588010681561265,
