epoch,step,test_loss,train_loss_step
0,49,,4906.208178041106
0,99,,5332.141386037772
0,149,,4829.9022837434295
0,199,,4448.486834110487
0,249,,4719.000031720818
0,299,,4919.99107718839
0,349,,4009.104663408209
0,399,,4736.673905741546
0,449,,4210.397421891201
0,488,4487.460455558952,
