epoch,step,test_loss,train_loss_step
0,49,,4307.75897559282
0,99,,5102.717164535919
0,149,,5319.913155829175
0,199,,4195.593114485613
0,249,,6258.615552656076
0,299,,6091.764533067226
0,349,,6290.494522547657
0,399,,4476.054848440715
0,449,,4713.374088638527
0,499,,4887.137939386808
0,549,,4286.042977182159
0,599,,5548.44136818026
0,649,,5280.013497519094
0,699,,5443.668343503351
0,708,4952.520298483321,
