epoch,step,train_loss_step
0,49,1963.194684688066
0,99,2584.3402942907364
0,149,4069.81999098416
0,199,3180.5052283876903
0,249,2975.71355075071
0,299,2399.255226436633
0,349,3293.9889064764857
0,399,2356.629409379762
0,449,2524.1622328055428
0,499,2436.0278611243825
0,549,2716.50959872128
0,599,3428.2420331846515
0,649,2718.0880306995296
0,699,2164.3547157819085
0,749,2953.1490896192818
0,799,3543.0923831086975
0,849,2548.9527568176754
0,899,1473.0405423984266
0,949,2934.098411734361
0,999,2395.355885934284
0,1049,3077.559984715623
0,1099,4215.915553899575
0,1149,3207.493007462046
0,1199,2886.750293057061
0,1249,2809.328983083969
0,1299,1989.687848809362
0,1349,3213.127627900455
0,1399,2050.1076917174964
0,1449,2350.7232290679626
0,1499,2228.14012578669
0,1549,2760.0799267558014
0,1599,2892.443820392199
0,1649,3618.58490549856
0,1699,2052.524944814415
0,1749,3037.667086448086
0,1799,2199.6730313299677
0,1849,2294.9582633579103
0,1899,2523.8581472380047
0,1949,2593.0039163038764
0,1999,2161.383495912901
0,2049,2447.314935734063
0,2099,2485.4791138158394
0,2149,2696.400733952154
0,2199,2332.602100431991
0,2249,2369.8822245437996
0,2299,2553.8192164604925
0,2349,2618.1380918616514
0,2399,2650.1844371094603
0,2449,2024.1553967001414
0,2499,1818.0854572367616
0,2549,2413.5365742794997
0,2599,1860.6852331455552
0,2649,2613.5413490251035
0,2699,2073.356008460977
0,2749,2451.8966742443527
0,2799,3727.2153742020946
0,2849,2952.4159212454506
0,2899,1643.580621541291
0,2949,2252.2646116419073
0,2999,2019.3526604274205
0,3049,1837.1794398519514
0,3099,2128.960851197965
0,3149,1727.7792839012113
0,3199,2808.5385476118763
0,3249,2485.315051936691
0,3299,2343.500663304648
0,3349,2086.7785933333125
0,3399,2291.162962378896
0,3449,2666.0655094822114
0,3499,1670.993928757604
0,3549,1849.2734498153009
0,3599,2399.881083876976
0,3649,2772.0047884230707
0,3699,3236.8247173911714
0,3749,3130.439163618533
0,3799,2485.202073049906
0,3849,2235.520666127062
0,3899,2978.5247524548436
0,3949,1898.0912904417044
0,3999,2069.8212186253095
0,4049,1920.908591808411
0,4099,2204.6597331824946
0,4149,2585.8821987118145
0,4199,2343.9854758931438
0,4249,2147.207721556805
0,4299,1796.0683709350405
0,4349,2640.6184662419555
0,4399,2323.2087514670256
0,4449,2330.814689598659
0,4499,2735.4694053934318
0,4549,2381.228014055694
0,4599,2105.629960374009
0,4649,1693.6450050119952
0,4699,1961.4670937236642
0,4749,3152.682231576801
0,4799,2264.7807434429988
0,4849,1141.9534451835568
0,4899,3178.5527378153683
0,4949,2260.3013509206135
0,4999,3004.0765713127626
0,5049,2635.6829780155713
0,5099,2250.044553939441
0,5149,4327.276762146627
0,5199,1983.1347059244597
0,5249,2692.344590880708
0,5299,1762.0078262140382
0,5349,2144.2403809879597
0,5399,2754.084761086673
0,5449,2003.8155952004558
0,5499,1409.5088400318427
0,5549,2367.200043827114
0,5599,2430.4321669380847
0,5649,2031.4734438137143
0,5699,2841.8843418104916
0,5749,2839.9114644983033
0,5799,3020.2904077824114
0,5849,2569.236399396387
0,5899,2077.749199629538
0,5949,2257.0095623556754
0,5999,2687.851943162872
0,6049,2999.5929826880315
0,6099,2448.4730748948614
0,6149,2032.798437915964
0,6199,2259.1976603075573
0,6249,2120.891674067896
0,6299,3347.7347806059847
0,6349,2382.751917993756
0,6399,1985.7079915186869
0,6449,2351.5599312339336
0,6499,2188.693655483723
0,6549,2330.6465825183586
0,6599,2021.7491853916872
0,6649,2238.0580279860324
