epoch,step,test_loss,train_loss_step
0,49,,2528.632076438827
0,99,,2856.222807400279
0,149,,2165.008616835343
0,199,,2100.033089699925
0,249,,2472.434245630452
0,299,,2327.5055363900324
0,341,2464.0324213380177,
