epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,2525.747820928969,
0,99,,3017.095227477046,
0,149,,2967.094071275843,
0,199,,3783.812050138821,
0,249,,2735.1782445085537,
0,299,,2633.2208524386488,
0,349,,3419.713001186019,
0,399,,2064.670714800978,
0,449,,3096.758580464223,
0,499,,3362.575658945223,
0,549,,2554.6511119821,
0,599,,3331.5217263838103,
0,649,,3383.592129067616,
0,699,,2423.669054143171,
0,749,,2817.9813352810597,
0,799,,2034.364672295505,
0,849,,1982.6631315129766,
0,899,,2969.8815218626064,
0,949,,2867.0193544029153,
0,999,,2586.072055238572,
0,1049,,2600.6150737458256,
0,1099,,2538.0325442347585,
0,1149,,2677.4543844877267,
0,1199,,2496.898966528051,
0,1249,,3028.256484236588,
0,1299,,2869.940252036771,
0,1349,,3007.325712033592,
0,1399,,2443.689310266883,
0,1449,,2878.4672869255883,
0,1499,,3783.7169074787644,
0,1549,,3037.1554856225644,
0,1599,,2703.4737777100195,
0,1649,,2688.1025297657634,
0,1699,,3118.0203232150707,
0,1749,,3529.506525717614,
0,1799,,3119.7988413511816,
0,1849,,2334.145672329064,
0,1899,,2488.2290191532975,
0,1949,,2648.7684588622637,
0,1999,,2848.054646300199,
0,2049,,2978.9130512972156,
0,2099,,2503.6308340676624,
0,2149,,3037.5298046035596,
0,2199,,2483.451092427319,
0,2249,,2920.4572946569897,
0,2299,,3052.5839014991307,
0,2349,,2233.5729508921963,
0,2399,,2408.5593689433845,
0,2449,,2467.7022660219964,
0,2499,,2647.138593232296,
0,2549,,3006.5018187458827,
0,2599,,2636.3151131611558,
0,2649,,1939.5539578387197,
0,2699,,1786.9916838644117,
0,2749,,2634.82989075602,
0,2799,,2272.990832035743,
0,2849,,2778.4289122143605,
0,2899,,2194.909846589282,
0,2949,,2626.2631200780206,
0,2999,,2388.090349937086,
0,3049,,1747.7515062755263,
0,3099,,2640.830966343291,
0,3149,,1911.5425818117114,
0,3199,,2393.8398654422863,
0,3249,,2165.147865054067,
0,3299,,1842.3792361499402,
0,3349,,2268.8881965140677,
0,3399,,2003.546986146875,
0,3449,,3338.8873888313874,
0,3499,,2250.840102781801,
0,3549,,2068.77609194061,
0,3599,,2051.3644987574644,
0,3649,,2905.6066137032994,
0,3699,,2035.3748581369227,
0,3749,,3114.7269054310036,
0,3799,,1965.191660200899,
0,3849,,2416.805783922496,
0,3899,,2660.9642321916963,
0,3949,,2328.0460631781216,
0,3999,,2001.954041868019,
0,4049,,2363.339898709781,
0,4099,,3614.9070769858035,
0,4149,,2261.436622515469,
0,4199,,1792.9430636021234,
0,4249,,2712.316028489774,
0,4299,,3128.2183901830517,
0,4349,,1744.5338731773231,
0,4399,,2702.674110744276,
0,4449,,1447.3732291429183,
0,4499,,2862.518322738816,
0,4549,,2244.6031062033862,
0,4599,,2326.2495657533827,
0,4649,,2397.3514004025087,
0,4699,,2576.3194322951576,
0,4749,,1372.9950247563422,
0,4799,,2367.596257193548,
0,4849,,2810.7966722868555,
0,4899,,1745.1175413113606,
0,4949,,2583.502594260423,
0,4999,,1874.8216863385724,
0,5049,,2615.794544084416,
0,5099,,1119.823560950778,
0,5149,,1827.0961655310532,
0,5199,,1927.5040070254317,
0,5249,,2554.13685568005,
0,5299,,1883.9479535544174,
0,5349,,2420.121277266774,
0,5399,,1710.678237284737,
0,5449,,3374.039188278424,
0,5499,,2013.7364574842866,
0,5549,,2273.8716269151596,
0,5599,,1883.6815032288346,
0,5649,,2413.985650925135,
0,5699,,2201.1422106028913,
0,5749,,3351.633204308878,
0,5799,,1935.8015723600497,
0,5849,,2404.8170906796777,
0,5899,,1512.75945551667,
0,5949,,2496.466707904641,
0,5999,,2161.618907230234,
0,6049,,2486.148792952449,
0,6099,,3408.6016504712666,
0,6149,,2761.6726820368513,
0,6199,,2774.3751131984222,
0,6249,,3045.5150009779113,
0,6299,,2298.249755528229,
0,6349,,1920.9154642037752,
0,6399,,2480.842835128791,
0,6449,,2112.0184692151292,
0,6499,,2831.619404068385,
0,6549,,2799.8782578602254,
0,6599,,1582.7696595643558,
0,6649,,2200.1779652338846,
0,6681,,,7437.282880647363
0,6681,3444.1852771857043,,
1,6699,,1998.4303850263877,
1,6749,,2832.85786633538,
1,6799,,2501.1917492983357,
1,6849,,1884.2990641530362,
1,6899,,1921.6156806950985,
1,6949,,2721.1045253865354,
1,6999,,2021.4828834107975,
1,7049,,2873.361274082344,
1,7099,,2858.190799743952,
1,7149,,1890.7131642702402,
1,7199,,2573.05125248872,
1,7249,,2210.328850626691,
1,7299,,1996.1263471487096,
1,7349,,2932.7611409359915,
1,7399,,3085.5977714845267,
1,7449,,2137.469489188322,
1,7499,,2471.762942678577,
1,7549,,1934.1583535030934,
1,7599,,2852.48829492032,
1,7649,,2370.379889316901,
1,7699,,3379.9015882186804,
1,7749,,2577.1221459843564,
1,7799,,2082.707823570864,
1,7849,,2252.815264623557,
1,7899,,2172.4180222594987,
1,7949,,1972.405043205003,
1,7999,,1614.6325853649137,
1,8049,,1623.0967921338179,
1,8099,,2609.7961713207515,
1,8149,,1880.260745946017,
1,8199,,2570.068966540044,
1,8249,,2318.496583773256,
1,8299,,2057.625965468795,
1,8349,,2346.620578855791,
1,8399,,2093.591088600224,
1,8449,,2331.3259553021126,
1,8499,,2679.471676603006,
1,8549,,1904.4571637563815,
1,8599,,2154.0827549246087,
1,8649,,3172.641210801564,
1,8699,,2598.649062330442,
1,8749,,2397.2414915886693,
1,8799,,2808.2716771770547,
1,8849,,2913.8868081417368,
1,8899,,2255.5629296734965,
1,8949,,2937.956806407347,
1,8999,,1917.4056769545346,
1,9049,,3249.777756119547,
1,9099,,2633.8620740918045,
1,9149,,2611.9595608412546,
1,9199,,1282.2874077199995,
1,9249,,2641.4774941122646,
1,9299,,2331.6843374272603,
1,9349,,2401.991424814181,
1,9399,,2896.529515954965,
1,9449,,2448.873232996656,
1,9499,,2043.1231633317032,
1,9549,,2732.5502786984216,
1,9599,,1518.107005309109,
1,9649,,2601.2238334686826,
1,9699,,2191.5841932321996,
1,9749,,2308.5887718222625,
1,9799,,2241.36715302697,
1,9849,,2690.8782915019497,
1,9899,,3184.8601039723662,
1,9949,,1546.450463495395,
1,9999,,2049.4493471304727,
1,10049,,2182.9557180638403,
1,10099,,2175.0054417144356,
1,10149,,2563.347777463003,
1,10199,,1409.8059231115626,
1,10249,,2144.639022972345,
1,10299,,1992.737153054024,
1,10349,,2037.5251015784352,
1,10399,,3162.882208777407,
1,10449,,2424.2464218168197,
1,10499,,1979.6089497062903,
1,10549,,3032.2772026402654,
1,10599,,2535.883045064921,
1,10649,,2349.076950838842,
1,10699,,2770.8263349841054,
1,10749,,1437.7326390618764,
1,10799,,1668.6954320955842,
1,10849,,1909.6922578753154,
1,10899,,2270.961226545681,
1,10949,,2084.9018237917107,
1,10999,,2822.773010176408,
1,11049,,2365.132472263457,
1,11099,,3169.1671903200936,
1,11149,,2344.6328738230395,
1,11199,,2612.366017010875,
1,11249,,2282.245460386118,
1,11299,,2737.8368152882076,
