epoch,step,test_loss,train_loss_step
0,49,,39.029774452941716
0,99,,39.16946439886511
0,149,,40.033067085020946
0,199,,38.86964776297009
0,249,,38.81225347064081
0,299,,40.40782591154424
0,349,,39.536365134367415
0,399,,41.97510535058159
0,449,,42.82475242934954
0,472,40.44062601715835,
