epoch,step,test_loss,train_loss_step
0,49,,1821.0326006284931
0,99,,2472.424734768875
0,149,,1850.1215038237087
0,199,,2113.042101772154
0,249,,2759.7612428218476
0,299,,2240.9452494673324
0,349,,2208.6179090117475
0,399,,2181.101434977333
0,449,,2405.3069665757857
0,499,,2398.7501845158267
0,549,,2295.6413095695098
0,599,,2300.5882856132503
0,649,,2268.2143612606747
0,688,2324.0822522853628,
